,id,npo,year,metric_id,metric_code,metric_name,unit,office,office_type,home_office,region,scenario,value_us_consolidated,value_non_consolidated,currency,metric_description,check_not_same_value_us,office_type_fe,graph_fe,region_gsheet_andreas,Field1,office_gsheet_andreas,value_non_consolidated_float,group_dataset,office_type_gsheet_andreas,country_gsheet_andreas,value_us_consolidated_float,Presentation_Type,OBJECTID_1,country_opensource_data_name,year_time,office_1,country
348,51237,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Turkey,National Office,National Office,Europe,Actual,10.0,10.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Turkey,10.0,non_regional,National Office / Partners,Turkey,10.0,,0,Turkey,2021-01-01 00:00:00,,Turkey
349,51238,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Uganda,Country Office,International Country Office,Africa,Actual,0.0,0.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Uganda,0.0,non_regional,Country Office,Uganda,0.0,,0,Uganda,2021-01-01 00:00:00,,Uganda
350,51239,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-UK,National Office,National Office,Europe,Actual,0.0,0.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-UK,0.0,non_regional,National Office / Partners,United Kingdom,0.0,,0,United Kingdom,2021-01-01 00:00:00,,United Kingdom
351,51240,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-US,National Office,National Office,North America,Actual,651.0,651.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,North America,0,WWF-US,651.0,non_regional,National Office / Partners,United States of America,651.0,,0,United States,2021-01-01 00:00:00,,United States of America
352,51241,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Vietnam,Country Office,International Country Office,Asia/Pacific,Actual,117.0,117.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Vietnam,117.0,non_regional,Country Office,Vietnam,117.0,,0,Viet Nam,2021-01-01 00:00:00,,Vietnam
353,51242,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Zambia,Country Office,International Country Office,Africa,Actual,7.0,7.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Zambia,7.0,non_regional,Country Office,Zambia,7.0,,0,Zambia,2021-01-01 00:00:00,,Zambia
354,51243,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Zimbabwe,Country Office,International Country Office,Africa,Actual,0.0,0.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Zimbabwe,0.0,non_regional,Country Office,Zimbabwe,0.0,,0,Zimbabwe,2021-01-01 00:00:00,,Zimbabwe
355,62994,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,Associação Natureza Portugal (ANP),Partners,National Office,Europe,Actual,12.0,12.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,Associação Natureza Portugal (ANP),12.0,non_regional,National Office / Partners / Partners,Portugal,12.0,,0,Portugal,2020-01-01 00:00:00,,Portugal
356,62995,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,Emirates Nature (UAE),Partners,National Office,Europe,Actual,19.0,19.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,Emirates Nature (UAE),19.0,non_regional,National Office / Partners / Partners,United Arab Emirates,19.0,,0,United Arab Emirates,2020-01-01 00:00:00,,United Arab Emirates
357,62999,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Australia,National Office,National Office,Asia/Pacific,Actual,300.0,300.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Australia,300.0,non_regional,National Office / Partners / Partners,Australia,300.0,,0,Australia,2020-01-01 00:00:00,,Australia
358,63000,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Austria,National Office,National Office,Europe,Actual,24.0,24.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Austria,24.0,non_regional,National Office / Partners / Partners,Austria,24.0,,0,Austria,2020-01-01 00:00:00,,Austria
359,63001,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Belgium,National Office,National Office,Europe,Actual,53.0,53.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Belgium,53.0,non_regional,National Office / Partners / Partners,Belgium,53.0,,0,Belgium,2020-01-01 00:00:00,,Belgium
360,63002,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Bhutan,Country Office,US Country Office,Asia/Pacific,Actual,16.0,16.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Bhutan,16.0,non_regional,Country Office,Bhutan,16.0,,0,Bhutan,2020-01-01 00:00:00,,Bhutan
361,63003,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Bolivia,Country Office,US Country Office,Latin America/Caribbean,Actual,36.0,36.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Latin America/Caribbean,0,WWF-Bolivia,36.0,non_regional,Country Office,Bolivia,36.0,,0,Bolivia,2020-01-01 00:00:00,,Bolivia
362,63004,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Brazil,National Office,National Office,Latin America/Caribbean,Actual,347.0,347.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Latin America/Caribbean,0,WWF-Brazil,347.0,non_regional,National Office / Partners / Partners,Brazil,347.0,,0,Brazil,2020-01-01 00:00:00,,Brazil
363,63005,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Cambodia,Country Office,International Country Office,Asia/Pacific,Actual,30.0,30.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Cambodia,30.0,non_regional,Country Office,Cambodia,30.0,,0,Cambodia,2020-01-01 00:00:00,,Cambodia
364,63006,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Cameroon,Country Office,International Country Office,Africa,Actual,165.0,165.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Cameroon,165.0,non_regional,Country Office,Cameroon,165.0,,0,Cameroon,2020-01-01 00:00:00,,Cameroon
365,63007,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Canada,National Office,National Office,North America,Actual,167.0,167.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,North America,0,WWF-Canada,167.0,non_regional,National Office / Partners / Partners,Canada,167.0,,0,Canada,2020-01-01 00:00:00,,Canada
366,63009,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Central African Rep.,Country Office,International Country Office,Africa,Actual,65.0,65.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Central African Rep.,65.0,non_regional,Country Office,Central African Republic,65.0,,0,Central African Republic,2020-01-01 00:00:00,,Central African Republic
367,63011,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Chile,Country Office,US Country Office,Latin America/Caribbean,Actual,102.0,102.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Latin America/Caribbean,0,WWF-Chile,102.0,non_regional,Country Office,Chile,102.0,,0,Chile,2020-01-01 00:00:00,,Chile
368,63012,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-China,National Office,International Country Office,Asia/Pacific,Actual,199.0,199.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-China,199.0,non_regional,National Office / Partners,China,199.0,,0,China,2020-01-01 00:00:00,,China
369,63013,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Colombia,National Office,National Office,Latin America/Caribbean,Actual,214.0,214.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Latin America/Caribbean,0,WWF-Colombia,214.0,non_regional,National Office / Partners,Colombia,214.0,,0,Colombia,2020-01-01 00:00:00,,Colombia
370,63014,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Dem. Rep. of Congo,Country Office,International Country Office,Africa,Actual,32.0,32.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Dem. Rep. of Congo,32.0,non_regional,Country Office,Democratic Republic of the Congo,32.0,,0,Democratic Republic of the Congo,2020-01-01 00:00:00,,Democratic Republic of the Congo
371,63015,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Denmark,National Office,National Office,Europe,Actual,102.0,102.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Denmark,102.0,non_regional,National Office / Partners,Denmark,102.0,,0,Denmark,2020-01-01 00:00:00,,Denmark
